Simulation,Terrain,Orientation,NumberOfFloors,FloorHeight,Fassade,RasterLength-X,RasterLength-Y,Arm-Latitudinal-NumberOfSegments,Arm-Longitudinal-NumberOfSegments,BaseBody-Inside-Latditudinal-NumberOfSegments,Courtyard_SegmentCount_RasterLength-Y,Has_Courtyard-Roof,Shading,EnergyStandard,HVAC-System,ServiceHotWater,BuildingVintage,EUI[kWh/m²a],Baseboard Design Size U-Factor Times Area Average [kW/K],EUI-Heating[kWh/m²a],EUI-InteriorLighting[kWh/m²a],EUI-Pumps[kWh/m²a],EUI-Cooling[kWh/m²a],GrossFloorArea[m²],HotWaterPumpDesignFlowRate[l/min],HotWaterPumpDesignPowerConsumption[kW],Baseboard Design Size Maximum Water Flow Rate Average [l/min],HeatEmissions-Total[MWh/a],HeatEmissionsZone-Exfiltration[MWh/a],HeatEmissionsZone-HVACRejectHeat[MWh/a],BoilerDesignSizeNominalCapacity[kW],CentralAirSourceHeatPumpCapacity[kW],Service Hot Water Heater Design Flow Rate [l/min],Boiler Heating Rate Average [kW],District Heating Rate Average [kW],Average District Heating Rate [kW],District Heating Hot Water Energy Sum [MJ],District Heating Inlet Temperature Average[C],District Heating Outlet Temperature Average [C],District Heating Mass Flow Rate Average [kg/s],Boiler Heating Energy Average [MJ],Boiler Inlet Temperature Average[C],Boiler Outlet Temperature Average [C],Boiler Mass Flow Rate Average [kg/s],Boiler Part Load Ratio Average,Boiler Efficiency,Baseboard Total Heating Energy Sum Average [MJ],Baseboard Hot Water Energy Sum Average[MJ],Baseboard Hot Water Mass Flow Rate Average Average [kg/s],Baseboard Air Inlet Temperature Average Average [C],Baseboard Air Outlet Temperature Average Average [C],Baseboard Water Inlet Temperature Average Average [C],Baseboard Water Outlet Temperature Average Average [C],Baseboard Total Heating Rate Average Average [kW],Baseboard Total Heating Rate Average Sum[kW],Baseboard Total Heating Energy Sum Sum [MJ],Baseboard Hot Water Energy Sum Sum[MJ],Baseboard Hot Water Mass Flow Rate Average Sum [kg/s],Baseboard Water Outlet Temperature Average Sum [C],Baseboard Water Inlet Temperature Average Sum [C],Baseboard Air Outlet Temperature Average Sum [C],Baseboard Air Inlet Temperature Average Sum [C],Water Heater Heat Loss Rate Average [kW],Water Heater Tank Temperature Average [C],Water Heater Heat Loss Energy Sum [MJ],Water Heater Use Side Mass Flow Rate Average [kg/s],Water Heater Use Side Inlet Temperature Average [C],Water Heater Use Side Outlet Temperature Average [C],Water Heater Use Side Heat Transfer Rate Average [kW],Water Heater Use Side Heat Transfer Energy Sum [MJ],Water Heater Total Demand Heat Transfer Rate Average [kW],Water Heater Heating Rate Average [kW],Water Heater Electricity Rate Average [kW],Volume [m³],Construction Area [%],Window to Wall Ratio [%]
Simulation251,Suburbs,107,4,4.17,Vertical-Windows,2.17,2.93,5,4,3,8.95,FALSE,Low-SHGC-Value,Passive,ASHPBaseboard,Gas_TanklessHeater,2013,62.449,0.153099,9.893,16.307,0.017,0,3846.48,4.223804,0.002997,8.519698,661.180556,120.486111,0,0,0,4.223804,0,4.344029,4.344029,0.038054,22.407948,45.767981,0.020154,0,0,0,0,0,0,0.001675,0.001675,0.000876,25.354089,25.956833,82.187462,72.754234,0.191241,4.39854,0.038531,0.038531,0.020154,1673.347382,1890.311628,597.007162,583.144047,-0.221815,58.969155,-0.001943,0.048148,50.331521,58.969155,-2.306848,-0.020208,2.512703,2.512827,2.512827,13039.56579,0.061406,0.523794
Simulation252,Suburbs,57,7,3.35,Horizontal-Windows,3.3,2.74,5,3,2,7.42,FALSE,External-Shading,NZEB,ASHPBaseboard,Electric_TanklessHeater,2010,60.636,0.19538,3.624,17.858,0.006,0,18461.17,5.124973,0.003637,10.873472,2738.661111,732.575,0,0,0,5.124973,0,7.637533,7.637533,0.066905,24.530952,44.349437,0.03809,0,0,0,0,0,0,0.000788,0.000788,0.000443,31.611285,31.818551,82.21124,78.831421,0.089958,7.736357,0.06777,0.06777,0.03809,6779.502217,7070.166673,2736.395384,2718.570511,-0.221811,58.968447,-0.001943,0.05842,50.328433,58.968447,-2.799034,-0.02452,3.004893,3.005035,3.005035,68675.54764,0.043562,0.57149
Simulation253,City,60,6,3.23,Vertical-Windows,2.28,3.6,5,4,3,11.22,TRUE,Low-SHGC-Value,NZEB,DHWBaseboard,Gas_TanklessHeater,1980_2004,67.772,0.192602,21.574,14.775,0.028,0,3080.49,4.904498,0.003481,10.699547,701.972222,74.2,14.619444,114.13977,0,4.904498,5.917404,0,0,0,0,0,0,0.051836,51836.46094,51.791791,0.02803,0.051843,0.379002,0.003745,0.003745,0.002072,22.067037,23.357881,82.172514,64.798641,0.427493,5.984906,0.052428,0.052428,0.029013,907.180976,1150.415194,327.010329,308.938521,0,67.014489,0,0.055907,51.200148,67.014489,-2.736293,-0.02397,2.731186,2.736241,2.736241,11644.25129,0.062415,0.213171
Simulation257,Suburbs,133,9,4.07,Vertical-Windows,3.23,2.73,3,3,3,9.33,FALSE,External-Shading,NZEB,DHWBaseboard,Electric_WaterHeater,2010,60.945,0.126503,4.179,17.625,0.007,0,10388.86,3.632892,0.002578,7.040117,1916.883333,382.577778,0,0,0,3.632892,0,4.95618,4.95618,0.043416,23.062393,43.555073,0.024457,0,0,0,0,0,0,0.000571,0.000571,0.000318,28.821467,29.056501,82.207611,78.274598,0.065233,5.022908,0.044001,0.044001,0.024457,6027.144047,6329.986068,2237.3506,2219.25299,-0.221809,58.968095,-0.001943,0.041412,50.334854,58.968095,-1.984124,-0.017381,2.189968,2.190034,2.190034,37607.66405,0.054127,0.197037
Simulation260,Suburbs,101,1,3.91,Vertical-Windows,3.88,2.13,5,5,3,10.04,FALSE,Low-SHGC-Value,NZEB,DHWBaseboard,Gas_WaterHeater,2010,58.921,0.906729,1.57,17.438,0.011,0,12520.48,7.007223,0.004973,9.819318,1716.375,427.730556,0,0,443.684354,7.007223,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000778,0.000778,0.000775,30.237532,30.460775,48.886515,47.132244,0.088853,5.242356,0.045923,0.045923,0.045706,2780.8024,2884.304408,1797.185713,1784.014381,-0.221801,58.966767,-0.001943,0.079876,50.339022,58.966767,-3.827044,-0.033525,4.032909,4.033087,4.033087,43571.26613,0.042433,0.522412
Simulation261,Urban,21,2,3.39,Ribbon-Windows,2.21,3.17,4,4,3,12.05,FALSE,Low-SHGC-Value,Passive,DHWBaseboard,Electric_WaterHeater,pre_1980,61.011,0.886917,2.245,18.038,0.014,0,10458.66,5.019766,0.003562,9.608941,1999.647222,404.744444,0,0,434.178521,5.019766,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000934,0.000934,0.000957,27.936953,28.236479,48.883998,46.564624,0.106627,6.290998,0.055109,0.055109,0.056443,2747.312795,2884.155911,1665.952253,1648.28022,-0.221799,58.966531,-0.001943,0.057221,50.331953,58.966531,-2.741564,-0.024016,2.94741,2.947532,0,43717.20943,0.047767,0.218998
Simulation262,Country,119,9,3.72,Ribbon-Windows,2.69,3.16,5,4,3,12.74,FALSE,Low-SHGC-Value,Passive,DHWBaseboard,Electric_WaterHeater,2004,59.194,0.689746,1.187,18.173,0.008,0,11107.56,4.304775,0.003055,7.471648,1742.708333,416.827778,0,0,389.104369,4.304775,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000453,0.000453,0.000449,30.001535,30.166411,48.887056,47.602761,0.051747,3.518764,0.030824,0.030824,0.030566,3236.98775,3324.319794,2051.315976,2040.104399,0,67.013484,0,0.049071,51.199261,67.013484,-2.401664,-0.021039,2.396549,2.401603,0,35766.32774,0.04959,0.212466
Simulation263,Country,168,1,3.78,Vertical-Windows,2.96,2.85,4,3,4,11.62,TRUE,Low-SHGC-Value,NZEB,BoilerBaseboard,Electric_TanklessHeater,1980_2004,59.937,0.20702,2.215,17.95,0.004,0,23791.03,6.893428,0.004892,11.520345,4004.225,849.797222,0,0,0,6.893428,0,6.016131,6.016131,0.052701,25.186213,44.285613,0.030251,0,0,0,0,0,0,0.000619,0.000619,0.000352,30.931694,31.070525,82.218497,79.974475,0.070609,6.072385,0.053194,0.053194,0.030251,6877.804851,7070.790758,2672.065116,2660.125663,-0.221786,58.964347,-0.001943,0.078579,50.335914,58.964347,-3.76484,-0.03298,3.970689,3.970819,0,85885.63592,0.038469,0.21607
Simulation265,Urban,122,8,3.62,Vertical-Windows,2.69,2.24,4,4,3,11.24,TRUE,External-Shading,NZEB,DHWBaseboard,Electric_WaterHeater,1980_2004,58.176,0.789661,0.599,17.313,0.005,0,20586.58,8.328422,0.00591,8.547672,2907.522222,646.258333,0,0,562.972369,8.328422,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000334,0.000334,0.000332,32.095918,32.194507,48.888503,48.12929,0.038119,3.278232,0.028717,0.028717,0.028541,4139.118932,4204.411285,2768.72759,2760.248946,0,67.014041,0,0.094937,51.199682,67.014041,-4.646566,-0.040704,4.641456,4.646511,0,65259.45353,0.03757,0.170109
Simulation267,Suburbs,37,6,3.48,Ribbon-Windows,3.24,2.79,4,4,4,7.89,TRUE,Low-SHGC-Value,NZEB,ASHPBaseboard,Electric_WaterHeater,1980_2004,55.605,0.836206,2.035,16.486,0.014,0,5915.28,4.861476,0.00345,9.049825,888.402778,200.008333,0,0,221.784372,4.861476,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000879,0.000879,0.000869,28.706473,28.969149,48.885875,46.791995,0.100348,3.211148,0.02813,0.02813,0.027794,1497.343826,1564.348009,927.012766,918.607138,-0.221813,58.968795,-0.001943,0.055417,50.335204,58.968795,-2.655124,-0.023259,2.860982,2.861129,2.861129,20940.08695,0.05302,0.532943
Simulation269,Suburbs,111,6,4.18,Vertical-Windows,3.19,2.61,5,4,3,7.84,TRUE,External-Shading,GEG,ASHPBaseboard,Gas_WaterHeater,2007,57.985,0.824364,3.389,16.298,0.023,0,5797.84,5.413784,0.003842,8.925005,1053.747222,168.863889,0,0,218.725411,5.413784,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00145,0.00145,0.001468,25.458148,25.944182,48.881555,45.144978,0.165491,5.2957,0.04639,0.04639,0.046991,1444.639309,1564.209761,830.213811,814.660741,0,67.014201,0,0.061712,51.19975,67.014201,-3.020476,-0.026459,3.015367,3.020422,0,23597.19838,0.051855,0.204572
Simulation270,City,129,7,3.22,Vertical-Windows,2.8,3.57,4,4,2,8.58,TRUE,External-Shading,NZEB,ASHPBaseboard,Gas_TanklessHeater,2013,58.323,0.93502,1.227,17.735,0.008,0,19340.65,6.229986,0.004421,10.127563,2826.775,658.922222,0,0,667.028215,6.229986,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000645,0.000645,0.000646,30.638172,30.812878,48.887075,47.516843,0.073581,6.327994,0.055433,0.055433,0.055561,4086.44849,4204.288425,2649.907497,2634.882834,-0.221801,58.966767,-0.001943,0.071016,50.333683,58.966767,-3.40254,-0.029806,3.608399,3.608554,3.608554,67498.87004,0.040838,0.349678
Simulation271,Country,155,9,3.61,Vertical-Windows,2.88,3.97,5,4,3,11.44,FALSE,Low-SHGC-Value,Passive,DHWBaseboard,Gas_WaterHeater,2007,62.183,0.183346,3.838,17.326,0.008,0,8646.3,8.871816,0.006296,10.202072,1185.25,252.477778,7.3,248.760804,0,8.871816,2.954413,0,0,0,0,0,0,0.025881,25880.65788,40.957021,0.013318,0.011877,0.236016,0.000815,0.000815,0.000421,27.867736,28.078382,82.220203,78.748711,0.093005,2.976147,0.026071,0.026071,0.013458,2519.958746,2631.046501,898.508238,891.767567,0,67.014342,0,0.101131,51.199778,67.014342,-4.949861,-0.043361,4.944753,4.949808,0,25506.58075,0.042006,0.270939
Simulation272,Suburbs,36,9,3.17,Vertical-Windows,3.4,3.16,3,4,4,8.49,FALSE,Low-SHGC-Value,NZEB,ASHPBaseboard,Gas_TanklessHeater,2007,60.287,0.235104,4.834,17.368,0.009,0,11431.32,6.713912,0.004765,13.082715,1873.722222,394.186111,0,0,0,6.713912,0,6.308104,6.308104,0.055259,24.344711,44.470519,0.0316,0,0,0,0,0,0,0.001364,0.001364,0.000771,28.144344,28.420878,82.207959,77.729884,0.1557,6.383697,0.055921,0.055921,0.0316,3186.925228,3370.526334,1165.255982,1153.918121,-0.221807,58.967849,-0.001943,0.076533,50.335003,58.967849,-3.66685,-0.032122,3.872719,3.872848,3.872848,44239.21312,0.042719,0.375133
Simulation273,Suburbs,34,3,3.54,Ribbon-Windows,3.7,2.26,4,3,4,9.65,TRUE,External-Shading,Passive,ASHPBaseboard,Electric_WaterHeater,2016,55.962,1.259738,2.776,15.943,0.021,0,7523.16,10.663232,0.007567,13.631582,1082.066667,189.633333,0,0,240.11257,10.663232,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002139,0.002139,0.002145,25.141818,25.611583,48.88346,45.246926,0.244174,5.615998,0.049196,0.049196,0.049334,1040.679302,1124.319589,589.066417,578.261823,0,67.014575,0,0.121552,51.200257,67.014575,-5.949165,-0.052115,5.944059,5.949114,5.949114,26932.89991,0.041254,0.301404
Simulation274,Urban,75,3,4.07,Vertical-Windows,2.91,2.4,3,4,4,11.06,TRUE,Low-SHGC-Value,Passive,ASHPBaseboard,Gas_TanklessHeater,2016,58.932,0.15812,2.029,17.641,0.004,0,20007.7,5.422328,0.003848,8.799156,3088.711111,682.980556,0,0,0,5.422328,0,4.635306,4.635306,0.040605,24.070829,43.072813,0.022824,0,0,0,0,0,0,0.000432,0.000432,0.00024,31.18044,31.306421,82.217735,80.212752,0.049287,4.682291,0.041017,0.041017,0.022824,7620.211393,7810.684809,2974.110037,2962.141836,0,67.014066,0,0.06181,51.199512,67.014066,-3.025282,-0.026501,3.020171,3.025226,0,68026.1874,0.042638,0.21453
Simulation275,Suburbs,141,9,3.49,Horizontal-Windows,3.16,3.27,4,4,3,10.51,TRUE,Low-SHGC-Value,GEG,ASHPBaseboard,Electric_WaterHeater,2016,60.244,0.239885,11.897,14.935,0.023,0,4260.6,7.978002,0.005662,13.326459,695.025,98.313889,0,0,0,7.978002,0,5.786246,5.786246,0.050688,22.273015,47.336623,0.028217,0,0,0,0,0,0,0.003674,0.003674,0.002016,22.823239,23.862254,82.153055,67.8888,0.419349,5.870893,0.051429,0.051429,0.028217,950.443194,1150.142772,334.071557,319.525352,-0.221795,58.965883,-0.001943,0.090942,50.328784,58.965883,-4.357179,-0.038169,4.563047,4.56315,4.56315,13378.2851,0.053625,0.319754
Simulation277,City,121,3,2.95,Horizontal-Windows,3.27,3.6,4,5,3,7.66,TRUE,Low-SHGC-Value,Passive,BoilerBaseboard,Gas_TanklessHeater,2007,58.649,0.933217,4.049,16.715,0.025,0,7263.47,4.774547,0.003388,10.108071,1310.236111,244.508333,0,0,317.389769,4.774547,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001691,0.001691,0.001719,26.390924,26.91377,48.87821,44.913892,0.193042,7.914727,0.069333,0.069333,0.070483,1841.469574,2004.006621,1103.464576,1082.027878,0,67.014623,0,0.054426,51.20028,67.014623,-2.663794,-0.023335,2.658689,2.663743,0,31959.25616,0.050639,0.375116
Simulation278,Urban,45,4,3.87,Horizontal-Windows,3.74,3.97,5,3,3,9.14,FALSE,Low-SHGC-Value,Passive,DHWBaseboard,Electric_WaterHeater,2010,61.838,0.16959,4.968,17.586,0.009,0,9411.52,4.565111,0.00324,9.438383,1538.427778,421.255556,0,0,0,4.565111,0,5.337012,5.337012,0.046752,24.313912,42.876102,0.027003,0,0,0,0,0,0,0.000804,0.000804,0.000458,30.797422,31.054018,82.199892,78.008634,0.091784,5.415283,0.047438,0.047438,0.027003,4602.509403,4849.793617,1832.187063,1817.047889,-0.221814,58.969015,-0.001943,0.052038,50.332745,58.969015,-2.493269,-0.021841,2.699126,2.699289,2.699289,39340.15463,0.050442,0.565265
Simulation280,City,78,2,3.58,Horizontal-Windows,3.62,3.8,3,4,4,8.7,FALSE,Low-SHGC-Value,GEG,ASHPBaseboard,Electric_TanklessHeater,1980_2004,65.796,0.113309,8.08,17.942,0.012,0,9981.54,3.085821,0.00219,6.306029,2098.561111,381.147222,0,0,0,3.085821,0,9.20727,9.20727,0.080656,22.675938,47.71657,0.045412,0,0,0,0,0,0,0.000861,0.000861,0.000478,26.992419,27.427663,82.197322,75.012588,0.098317,9.340094,0.081819,0.081819,0.045412,7126.195864,7808.745546,2605.627947,2564.279815,-0.22181,58.9683,-0.001943,0.035176,50.335982,58.9683,-1.685324,-0.014763,1.891164,1.891259,0,39227.4581,0.058919,0.192752
Simulation281,Suburbs,103,10,3.4,Vertical-Windows,3.08,2.92,4,4,3,12.58,TRUE,Low-SHGC-Value,Passive,DHWBaseboard,Gas_TanklessHeater,2007,57.445,1.053782,2.552,16.801,0.015,0,10230.67,4.872755,0.003458,11.41618,1565.666667,392.725,0,0,437.151123,4.872755,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001222,0.001222,0.001198,29.723256,30.05825,48.885949,46.294838,0.139446,6.972291,0.061077,0.061077,0.059919,2314.741912,2444.297447,1502.912524,1486.162817,-0.221815,58.969244,-0.001943,0.055545,50.332615,58.969244,-2.661291,-0.023313,2.867152,2.86728,0,40718.07494,0.048476,0.539937
Simulation282,City,152,1,3.14,Horizontal-Windows,3.95,3.35,3,4,3,11.57,TRUE,Low-SHGC-Value,Passive,DHWBaseboard,Electric_WaterHeater,2007,60.834,1.187519,2.254,17.961,0.014,0,17934.25,7.481316,0.005309,12.866405,2466.380556,720.161111,0,0,758.73256,7.481316,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001229,0.001229,0.001271,30.135162,30.429917,48.883514,46.579251,0.140331,10.805482,0.094656,0.094656,0.097892,3586.602322,3764.030599,2343.103618,2320.407464,-0.221806,58.967728,-0.001943,0.085281,50.341295,58.967728,-4.085986,-0.035793,4.291861,4.292077,4.292077,79986.73666,0.039284,0.588884
Simulation283,Suburbs,9,4,4.4,Horizontal-Windows,3.19,3.31,3,3,3,9.54,FALSE,Low-SHGC-Value,NZEB,ASHPBaseboard,Gas_TanklessHeater,2004,66.259,0.209226,8.408,17.496,0.014,0,6792.83,6.056228,0.004298,11.643689,1136.780556,249.008333,0,0,0,6.056228,0,6.520232,6.520232,0.057117,23.498613,45.640449,0.032167,0,0,0,0,0,0,0.001811,0.001811,0.001005,26.74042,27.219781,82.181617,74.689361,0.206773,6.616726,0.057963,0.057963,0.032167,2390.059563,2629.811744,871.032988,855.693434,0,67.014717,0,0.069036,51.200505,67.014717,-3.378808,-0.029598,3.373703,3.378758,0,26695.82504,0.049829,0.57337
Simulation284,Country,85,6,4.18,Ribbon-Windows,2.62,2.89,4,4,3,9.53,FALSE,External-Shading,Passive,DHWBaseboard,Electric_WaterHeater,2004,58.625,1.168526,0.914,17.859,0.007,0,23849.53,9.359087,0.006642,12.649341,3651.061111,817.766667,0,0,745.932308,9.359087,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000661,0.000661,0.000675,30.761314,30.895472,48.88802,47.875342,0.07546,5.810436,0.050899,0.050899,0.05199,3686.401315,3764.37756,2378.951372,2368.621142,-0.221793,58.965577,-0.001943,0.106686,50.326559,58.965577,-5.111411,-0.044776,5.317289,5.317425,5.317425,93013.18266,0.034529,0.226791
Simulation286,Urban,57,10,3.93,Vertical-Windows,2.81,2.55,3,4,2,8.6,TRUE,Low-SHGC-Value,NZEB,DHWBaseboard,Gas_WaterHeater,2019,62.176,0.23633,11.368,16.092,0.019,0,5619.04,5.43505,0.003857,13.152051,1042.308333,181.966667,0,0,0,5.43505,0,7.291789,7.291789,0.063876,24.289313,47.830303,0.037296,0,0,0,0,0,0,0.002827,0.002827,0.001622,25.335764,25.998097,82.148404,72.031166,0.322736,7.42293,0.065025,0.065025,0.037296,1656.716811,1889.413295,597.956223,582.722576,-0.221807,58.967884,-0.001943,0.061955,50.345714,58.967884,-2.9684,-0.026003,3.174259,3.174393,3.174393,24386.64577,0.051821,0.587813
Simulation288,Suburbs,13,5,3.98,Ribbon-Windows,2.29,3.66,4,3,4,12.16,FALSE,External-Shading,NZEB,ASHPBaseboard,Gas_WaterHeater,2007,55.533,0.695178,2.651,16.785,0.017,0,4818.58,3.737609,0.002652,7.52494,834.916667,156.327778,0,0,184.413956,3.737609,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000937,0.000937,0.000922,26.90836,27.249004,48.885561,46.212062,0.106959,3.422692,0.029983,0.029983,0.029517,1478.785999,1564.337948,871.968122,861.06751,0,67.014166,0,0.042606,51.199808,67.014166,-2.085274,-0.018267,2.080164,2.085219,2.085219,16094.05987,0.060041,0.316697
Simulation289,City,10,8,4.46,Ribbon-Windows,3.77,2.56,5,4,4,7.04,TRUE,Low-SHGC-Value,NZEB,ASHPBaseboard,Electric_WaterHeater,2016,61.698,0.200309,4.32,17.297,0.008,0,10143.6,7.208147,0.005115,11.146684,1569.288889,343.6,0,0,0,7.208147,0,5.002902,5.002902,0.043825,23.297445,43.378239,0.023373,0,0,0,0,0,0,0.00108,0.00108,0.00057,28.842673,29.103475,82.212496,77.991664,0.123303,5.055406,0.044285,0.044285,0.023373,3197.658211,3370.712323,1193.242473,1182.549594,-0.2218,58.966638,-0.001943,0.082167,50.334906,58.966638,-3.93681,-0.034486,4.142676,4.142885,0,33270.99481,0.045372,0.518515
Simulation290,Urban,59,3,3.93,Ribbon-Windows,2.87,3.5,5,4,3,7.58,TRUE,Low-SHGC-Value,NZEB,DHWBaseboard,Gas_TanklessHeater,1980_2004,71.621,0.198147,21.438,15.115,0.03,0,2902.36,5.959988,0.00423,11.004591,570.033333,76.958333,13.688889,117.393891,0,5.959988,5.540307,0,0,0,0,0,0,0.048533,48533.08625,49.167663,0.025611,0.047194,0.345301,0.003503,0.003503,0.001883,22.882638,24.042155,82.18302,66.557761,0.399935,5.599083,0.049048,0.049048,0.02636,931.808653,1150.562283,336.590165,320.356929,0,67.014796,0,0.067939,51.200687,67.014796,-3.32507,-0.029128,3.319966,3.32502,3.32502,10941.91105,0.065376,0.556578
Simulation292,Urban,166,8,3.9,Vertical-Windows,3.96,3.92,4,4,3,8.26,TRUE,Low-SHGC-Value,NZEB,ASHPBaseboard,Electric_WaterHeater,1980_2004,61.995,0.190965,6.587,17.231,0.009,0,7667.34,6.124808,0.004347,10.626381,1162.430556,240.377778,11.111111,259.106874,0,6.124808,4.496805,0,0,0,0,0,0,0.039392,39392.00803,43.052629,0.020194,0.017355,0.269252,0.001241,0.001241,0.000641,26.978775,27.286226,82.217163,77.105695,0.141678,4.533704,0.039715,0.039715,0.020528,2467.382235,2630.949201,873.15924,863.320816,-0.221806,58.967625,-0.001943,0.069818,50.32954,58.967625,-3.345067,-0.029303,3.55093,3.551046,3.551046,24228.78454,0.048347,0.319822
Simulation293,Country,33,2,4.34,Ribbon-Windows,3.02,3.98,4,3,3,11.69,FALSE,Low-SHGC-Value,Passive,DHWBaseboard,Electric_WaterHeater,2013,61.687,0.81147,5.182,17.051,0.032,0,4468.2,4.054567,0.002877,8.790709,866.516667,174.555556,0,0,215.434221,4.054567,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001705,0.001705,0.001726,26.334563,26.958218,48.874738,44.416735,0.194608,6.227447,0.054552,0.054552,0.055228,1421.335521,1563.99163,862.662967,842.706,0,67.014865,0,0.046219,51.200666,67.014865,-2.262065,-0.019816,2.256962,2.262016,0,19481.34154,0.060085,0.564565
Simulation294,Suburbs,142,3,3.34,Horizontal-Windows,2.63,3.3,3,4,2,12.56,TRUE,External-Shading,NZEB,ASHPBaseboard,Electric_TanklessHeater,2013,59.528,0.892274,2.421,17.534,0.014,0,15009.51,5.659754,0.004017,9.668101,2112.130556,533.644444,0,0,636.766809,5.659754,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0.00099,0.000998,29.624208,29.940016,48.885305,46.364211,0.113012,9.71907,0.085139,0.085139,0.085858,3987.322107,4204.136231,2574.841346,2547.681901,-0.221813,58.96876,-0.001943,0.064516,50.330367,58.96876,-3.091116,-0.027078,3.296982,3.29713,3.29713,58236.91378,0.045802,0.557971
Simulation295,Country,133,4,3.28,Ribbon-Windows,2.46,3.78,5,4,4,9.13,FALSE,Low-SHGC-Value,Passive,DHWBaseboard,Gas_WaterHeater,2010,57.041,1.118558,0.71,17.104,0.007,0,15285.68,12.095746,0.008584,12.102072,2051.880556,416.722222,0,0,380.000681,12.095746,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000616,0.000616,0.000608,29.874597,29.995331,48.888346,47.94158,0.070327,2.883419,0.025259,0.025259,0.024941,1965.604767,2004.422189,1229.808554,1224.858476,0,67.01424,0,0.137881,51.199779,67.01424,-6.748508,-0.059117,6.743399,6.748454,6.748454,45398.46485,0.034138,0.179884
Simulation296,Urban,102,1,3.77,Ribbon-Windows,3.03,2.03,4,5,4,11.77,TRUE,Low-SHGC-Value,GEG,BoilerBaseboard,Electric_TanklessHeater,2007,59.68,0.242154,3.099,17.495,0.005,0,21755.37,8.34427,0.005922,13.475307,2863.688889,733.6,14.833333,698.218178,0,8.34427,6.003839,0,0,0,0,0,0,0.052594,52593.6291,43.540382,0.028952,0.008599,0.245815,0.000779,0.000779,0.00043,32.061244,32.214022,82.221072,79.728883,0.088934,6.047503,0.052976,0.052976,0.029216,5421.564062,5591.032893,2190.553469,2180.164582,0,67.014682,0,0.095118,51.20041,67.014682,-4.655356,-0.040781,4.650251,4.655306,0,76578.91226,0.035606,0.561487
Simulation298,City,43,3,3.16,Horizontal-Windows,2.1,3.87,5,5,3,12.98,FALSE,Low-SHGC-Value,NZEB,BoilerBaseboard,Electric_WaterHeater,2013,59.237,0.153691,3.663,17.135,0.007,0,11057.05,5.457779,0.003873,8.552736,1427.155556,343.263889,0,0,0,5.457779,0,4.623207,4.623207,0.040499,22.343127,42.481399,0.021454,0,0,0,0,0,0,0.000693,0.000693,0.000364,30.142154,30.36075,82.214296,78.565232,0.079165,4.670763,0.040916,0.040916,0.021454,4635.348697,4850.643487,1791.284228,1778.387075,-0.221813,58.968808,-0.001943,0.062214,50.330528,58.968808,-2.980806,-0.026112,3.18667,3.186781,3.186781,34055.72626,0.048153,0.518181
Simulation299,Country,88,3,4.36,Ribbon-Windows,2,2.69,4,5,3,11.09,FALSE,Low-SHGC-Value,Passive,ASHPBaseboard,Gas_TanklessHeater,2019,65.333,0.14425,7.148,17.625,0.01,0,8149.38,5.029623,0.003569,8.027361,1491.541667,278.533333,12.816667,305.834428,0,5.029623,5.186807,0,0,0,0,0,0,0.045436,45436.42511,45.35635,0.024544,0.01696,0.29325,0.000917,0.000917,0.000502,27.145386,27.481216,82.215673,76.74591,0.104686,5.234324,0.045853,0.045853,0.025088,3837.29551,4110.783666,1374.060777,1357.26932,-0.221803,58.967125,-0.001943,0.057333,50.330236,58.967125,-2.74693,-0.024063,2.95278,2.952877,0,29826.72048,0.050351,0.214341
Simulation300,Suburbs,12,9,3.88,Ribbon-Windows,3.74,2.51,3,4,3,8.67,FALSE,Low-SHGC-Value,GEG,ASHPBaseboard,Electric_WaterHeater,1980_2004,59.711,0.100154,3.525,17.38,0.005,0,11355.19,3.43767,0.00244,5.573738,1903.866667,380.975,8.805556,403.472321,0,3.43767,3.563528,0,0,0,0,0,0,0.031217,31216.50441,42.915935,0.016285,0.008832,0.268034,0.000331,0.000331,0.000174,29.632628,29.800301,82.219438,79.37288,0.03783,3.593839,0.031482,0.031482,0.016574,7540.42364,7810.84659,2831.028572,2815.099665,0,67.013359,0,0.039186,51.199031,67.013359,-1.917926,-0.016801,1.912809,1.917864,1.917864,34860.43857,0.055484,0.161812
