Simulation,Terrain,Orientation,NumberOfFloors,FloorHeight,Fassade,RasterLength-X,RasterLength-Y,Arm-Latitudinal-NumberOfSegments,Arm-Longitudinal-NumberOfSegments,BaseBody-Inside-Latditudinal-NumberOfSegments,Courtyard_SegmentCount_RasterLength-Y,Has_Courtyard-Roof,Shading,EnergyStandard,HVAC-System,ServiceHotWater,BuildingVintage,EUI[kWh/m²a],Baseboard Design Size U-Factor Times Area Average [kW/K],EUI-Heating[kWh/m²a],EUI-InteriorLighting[kWh/m²a],EUI-Pumps[kWh/m²a],EUI-Cooling[kWh/m²a],GrossFloorArea[m²],HotWaterPumpDesignFlowRate[l/min],HotWaterPumpDesignPowerConsumption[kW],Baseboard Design Size Maximum Water Flow Rate Average [l/min],HeatEmissions-Total[MWh/a],HeatEmissionsZone-Exfiltration[MWh/a],HeatEmissionsZone-HVACRejectHeat[MWh/a],BoilerDesignSizeNominalCapacity[kW],CentralAirSourceHeatPumpCapacity[kW],Service Hot Water Heater Design Flow Rate [l/min],Boiler Heating Rate Average [kW],District Heating Rate Average [kW],Average District Heating Rate [kW],District Heating Hot Water Energy Sum [MJ],District Heating Inlet Temperature Average[C],District Heating Outlet Temperature Average [C],District Heating Mass Flow Rate Average [kg/s],Boiler Heating Energy Average [MJ],Boiler Inlet Temperature Average[C],Boiler Outlet Temperature Average [C],Boiler Mass Flow Rate Average [kg/s],Boiler Part Load Ratio Average,Boiler Efficiency,Baseboard Total Heating Energy Sum Average [MJ],Baseboard Hot Water Energy Sum Average[MJ],Baseboard Hot Water Mass Flow Rate Average Average [kg/s],Baseboard Air Inlet Temperature Average Average [C],Baseboard Air Outlet Temperature Average Average [C],Baseboard Water Inlet Temperature Average Average [C],Baseboard Water Outlet Temperature Average Average [C],Baseboard Total Heating Rate Average Average [kW],Baseboard Total Heating Rate Average Sum[kW],Baseboard Total Heating Energy Sum Sum [MJ],Baseboard Hot Water Energy Sum Sum[MJ],Baseboard Hot Water Mass Flow Rate Average Sum [kg/s],Baseboard Water Outlet Temperature Average Sum [C],Baseboard Water Inlet Temperature Average Sum [C],Baseboard Air Outlet Temperature Average Sum [C],Baseboard Air Inlet Temperature Average Sum [C],Water Heater Heat Loss Rate Average [kW],Water Heater Tank Temperature Average [C],Water Heater Heat Loss Energy Sum [MJ],Water Heater Use Side Mass Flow Rate Average [kg/s],Water Heater Use Side Inlet Temperature Average [C],Water Heater Use Side Outlet Temperature Average [C],Water Heater Use Side Heat Transfer Rate Average [kW],Water Heater Use Side Heat Transfer Energy Sum [MJ],Water Heater Total Demand Heat Transfer Rate Average [kW],Water Heater Heating Rate Average [kW],Water Heater Electricity Rate Average [kW],Volume [m³],Construction Area [%],Window to Wall Ratio [%]
Simulation424,Suburbs,62,4,2.97,Ribbon-Windows,2.83,2.59,4,4,3,10.15,FALSE,Low-SHGC-Value,GEG,BoilerBaseboard,Electric_TanklessHeater,2004,62.558,0.136795,7.013,17.226,0.009,0,6532.6,4.419147,0.003136,7.612423,954.219444,205.975,10.077778,237.821067,0,4.419147,4.079137,0,0,0,0,0,0,0.035733,35733.23684,43.0142,0.018061,0.017152,0.273458,0.000879,0.000879,0.000448,28.149074,28.472673,82.217539,76.878261,0.100306,4.112532,0.036026,0.036026,0.018353,3152.008707,3370.919111,1167.379612,1154.112021,0,67.014308,0,0.050374,51.200207,67.014308,-2.465435,-0.021597,2.460326,2.465381,2.465381,19401.80752,0.054003,0.497887
Simulation425,Suburbs,59,5,3.78,Vertical-Windows,3.15,2.79,3,4,2,8.65,TRUE,Low-SHGC-Value,Passive,DHWBaseboard,Gas_TanklessHeater,2013,63.888,0.124753,7.06,17.553,0.012,0,6499.1,3.784765,0.002686,6.942371,1249.866667,228.983333,0,0,0,3.784765,0,5.237394,5.237394,0.04588,22.464142,45.52066,0.025803,0,0,0,0,0,0,0.00093,0.00093,0.000516,26.824972,27.233144,82.195909,75.702059,0.106167,5.308363,0.046501,0.046501,0.025803,3785.10297,4109.795427,1361.65722,1341.24858,0,67.013674,0,0.043143,51.199298,67.013674,-2.111588,-0.018498,2.106474,2.111529,0,24566.58194,0.057885,0.212641
Simulation426,City,1,9,3.52,Horizontal-Windows,2.67,2.79,4,5,3,12.29,FALSE,External-Shading,NZEB,ASHPBaseboard,Electric_WaterHeater,1980_2004,58.219,0.836478,0.887,17.786,0.006,0,16986.64,5.614069,0.003984,9.06046,2376.238889,643.011111,0,0,596.745933,5.614069,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000409,0.000409,0.000408,32.135233,32.254195,48.887857,47.959117,0.046654,4.012234,0.035147,0.035147,0.035095,4124.484054,4204.355734,2773.860784,2763.630035,-0.221798,58.966328,-0.001943,0.063996,50.346166,58.966328,-3.066152,-0.026859,3.272003,3.272098,3.272098,59792.96854,0.043486,0.326284
Simulation427,Country,104,5,3.18,Horizontal-Windows,3.91,2.97,3,5,3,7.4,FALSE,External-Shading,NZEB,DHWBaseboard,Electric_WaterHeater,2013,59.441,0.165353,1.88,17.422,0.005,0,11970.37,8.751761,0.006211,9.201202,1707.258333,384.941667,0,0,0,8.751761,0,2.569241,2.569241,0.022507,23.299968,39.718654,0.012101,0,0,0,0,0,0,0.000454,0.000454,0.000242,31.112329,31.238494,82.218842,80.180592,0.05184,2.591977,0.022706,0.022706,0.012101,4009.029579,4110.942097,1561.924704,1555.616455,-0.221798,58.966262,-0.001943,0.099763,50.324049,58.966262,-4.779794,-0.041871,4.985671,4.985814,4.985814,38065.78029,0.040775,0.324756
Simulation429,Suburbs,117,2,3.19,Vertical-Windows,2,3.99,4,5,3,8.43,FALSE,Low-SHGC-Value,GEG,BoilerBaseboard,Gas_TanklessHeater,2019,68.43,0.158471,11.154,16.768,0.016,0,4365.3,6.014024,0.004268,8.817546,847.683333,126.472222,10.711111,154.532253,0,6.014024,4.335506,0,0,0,0,0,0,0.037979,37979.02992,46.379114,0.019351,0.028056,0.315389,0.001665,0.001665,0.000856,24.182837,24.79078,82.213291,72.711368,0.190081,4.371855,0.038297,0.038297,0.019689,1672.361462,1890.905691,570.187929,556.20526,0,67.014155,0,0.068555,51.199597,67.014155,-3.355407,-0.029393,3.350297,3.355352,0,13925.30509,0.057479,0.176536
Simulation432,Suburbs,44,2,4.49,Vertical-Windows,2.44,2.44,4,5,3,10.54,TRUE,External-Shading,GEG,ASHPBaseboard,Gas_TanklessHeater,2004,61.183,0.833854,5.276,16.598,0.035,0,3520.6,4.486854,0.003184,9.028035,783.016667,119.730556,0,0,159.023696,4.486854,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00191,0.00191,0.001953,24.222978,24.918683,48.871019,43.967228,0.218028,5.014643,0.043928,0.043928,0.044911,1011.246245,1124.033445,573.129709,557.128485,0,67.014141,0,0.051146,51.20006,67.014141,-2.503204,-0.021928,2.498094,2.503149,0,15807.50219,0.062759,0.22204
Simulation433,Country,168,3,4.44,Vertical-Windows,3.64,3.9,4,3,4,11.86,TRUE,Low-SHGC-Value,NZEB,ASHPBaseboard,Gas_WaterHeater,2004,56.083,1.460273,2.753,16.336,0.018,0,11171.68,8.25323,0.005857,15.795038,2034.672222,316.891667,0,0,387.089551,8.25323,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002264,0.002264,0.002331,25.832942,26.245365,48.883118,45.74859,0.258424,8.269567,0.072441,0.072441,0.074604,1463.954879,1564.259765,839.851684,826.654156,-0.221798,58.966377,-0.001943,0.09408,50.337859,58.966377,-4.507478,-0.039486,4.713352,4.713509,0,49602.27767,0.038879,0.233282
Simulation434,City,28,9,3.11,Vertical-Windows,3.34,3.82,5,5,2,7.52,FALSE,Low-SHGC-Value,Passive,BoilerBaseboard,Gas_TanklessHeater,pre_1980,61.575,0.172413,1.593,18.882,0.003,0,22659.63,6.868218,0.004874,9.59492,3155.675,854.047222,7.938889,628.757807,0,6.868218,3.213272,0,0,0,0,0,0,0.028148,28148.25904,41.968344,0.015203,0.005111,0.244298,0.00033,0.00033,0.000178,32.905716,32.999435,82.221871,80.74954,0.037638,3.236873,0.028355,0.028355,0.01532,6944.460477,7071.080942,2837.951399,2829.891592,0,67.013528,0,0.078292,51.199404,67.013528,-3.831781,-0.033566,3.826666,3.83172,0,70471.44557,0.037085,0.194867
Simulation435,Urban,138,2,3.39,Vertical-Windows,2.16,3.1,4,4,3,10.49,TRUE,Low-SHGC-Value,Passive,BoilerBaseboard,Electric_TanklessHeater,2004,66.389,0.133972,13.364,16.422,0.017,0,3457.08,4.037083,0.002865,7.454283,701.4,102.558333,10.163889,130.640335,0,4.037083,4.113593,0,0,0,0,0,0,0.036035,36035.07466,46.764872,0.018435,0.031488,0.32205,0.001581,0.001581,0.000818,24.067249,24.736125,82.209601,71.846154,0.180439,4.150088,0.036355,0.036355,0.018812,1652.461544,1890.820826,568.930885,553.546726,0,67.014089,0,0.046019,51.199571,67.014089,-2.2524,-0.019731,2.247289,2.252344,2.252344,11719.49388,0.064405,0.189889
Simulation436,Country,157,9,2.98,Vertical-Windows,2.23,2.51,4,5,2,10.31,FALSE,Low-SHGC-Value,NZEB,DHWBaseboard,Electric_WaterHeater,2007,61.866,0.095937,3.722,18.324,0.006,0,9714.11,3.013095,0.002138,5.339123,1812.952778,346,0,0,0,3.013095,0,4.127056,4.127056,0.036153,22.066814,45.044773,0.019446,0,0,0,0,0,0,0.000425,0.000425,0.000226,28.607756,28.846545,82.214602,78.308334,0.048516,4.172371,0.03655,0.03655,0.019446,6734.516728,7070.455789,2480.802888,2460.267033,-0.22181,58.9684,-0.001943,0.034347,50.335738,58.9684,-1.645604,-0.014415,1.851444,1.8515,1.8515,28948.06017,0.057845,0.169305
Simulation439,Urban,72,5,3.22,Ribbon-Windows,3.49,3.79,4,5,3,9.68,FALSE,Low-SHGC-Value,Passive,BoilerBaseboard,Electric_TanklessHeater,2016,59.589,0.220065,2.43,17.616,0.005,0,16223.83,9.968433,0.007074,12.245662,2023.916667,533.891667,8.672222,466.547493,0,9.968433,3.509826,0,0,0,0,0,0,0.030746,30746.0729,39.663618,0.016593,0.007523,0.212915,0.000619,0.000619,0.000334,31.993814,32.119534,82.221504,80.236866,0.070697,3.53483,0.030965,0.030965,0.016724,4011.843312,4111.075188,1605.976723,1599.690693,0,67.014609,0,0.113632,51.200388,67.014609,-5.56146,-0.048718,5.556355,5.561409,5.561409,52240.73832,0.035636,0.539889
Simulation440,Country,172,4,3.46,Ribbon-Windows,2.94,3.09,4,4,3,12.78,TRUE,Low-SHGC-Value,Passive,ASHPBaseboard,Gas_TanklessHeater,1980_2004,57.222,0.934562,1.981,17.039,0.013,0,8932.89,5.477193,0.003887,10.117826,1349.288889,296.425,0,0,317.696074,5.477193,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00101,0.00101,0.001001,28.956117,29.224209,48.885877,46.805956,0.115275,4.726264,0.041402,0.041402,0.04105,1919.044193,2004.320953,1198.192586,1187.200813,0,67.014708,0,0.062435,51.200431,67.014708,-3.055785,-0.026769,3.05068,3.055735,0,30907.78964,0.047045,0.548031
Simulation442,City,162,1,3.85,Horizontal-Windows,3.74,3.97,3,4,3,12.05,FALSE,Low-SHGC-Value,Passive,ASHPBaseboard,Gas_TanklessHeater,2004,55.582,1.501779,5.57,14.907,0.04,0,4880.47,8.951882,0.006353,16.080055,826.530556,117.425,0,0,172.407579,8.951882,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004649,0.004649,0.004863,22.752863,23.822379,48.855387,41.888914,0.530696,7.429739,0.065085,0.065085,0.068086,586.4448,683.975425,333.513311,318.540076,0,67.014692,0,0.102044,51.200348,67.014692,-4.994393,-0.043751,4.989289,4.994343,0,18789.81666,0.049231,0.33206
Simulation443,Suburbs,178,2,2.89,Horizontal-Windows,3.69,3.13,4,5,3,12.16,TRUE,External-Shading,NZEB,BoilerBaseboard,Gas_TanklessHeater,1980_2004,60.087,0.217131,5.147,16.483,0.01,0,7222.72,8.704282,0.006177,12.080741,1126.861111,189.005556,8.177778,211.721512,0,8.704282,3.309931,0,0,0,0,0,0,0.028995,28994.99426,40.816069,0.014886,0.015633,0.239077,0.00127,0.00127,0.000655,26.099806,26.382949,82.218753,77.393772,0.145004,3.335091,0.029215,0.029215,0.015064,1780.056758,1891.031314,606.807816,600.295541,0,67.014569,0,0.099221,51.2001,67.014569,-4.856331,-0.042541,4.851225,4.85628,0,20873.66193,0.04517,0.28716
Simulation444,Urban,52,5,3.76,Horizontal-Windows,2.34,2.56,3,3,3,9.01,FALSE,External-Shading,Passive,ASHPBaseboard,Gas_WaterHeater,2007,59.199,0.539526,3.404,16.944,0.021,0,4854.74,2.708753,0.001922,5.843928,999.208333,185.047222,0,0,223.777099,2.708753,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000776,0.000776,0.000773,27.126054,27.543138,48.88279,45.62149,0.088605,4.430248,0.038809,0.038809,0.038641,2281.074478,2444.13951,1377.156885,1356.302676,-0.221816,58.969271,-0.001943,0.030877,50.333853,58.969271,-1.479405,-0.01296,1.685248,1.685314,0,18253.82228,0.065909,0.260797
Simulation445,Urban,120,6,4.05,Horizontal-Windows,3.05,3.93,5,4,4,10.01,FALSE,Low-SHGC-Value,Passive,BoilerBaseboard,Electric_WaterHeater,1980_2004,61.11,0.264771,4.128,17.542,0.006,0,19353.76,9.29157,0.006594,14.734114,2937.722222,690.819444,17.577778,662.398892,0,9.29157,7.114368,0,0,0,0,0,0,0.062322,62321.85933,44.9425,0.036035,0.01074,0.254951,0.001065,0.001065,0.000619,30.170855,30.365118,82.219773,79.090443,0.121558,7.171942,0.062826,0.062826,0.036545,4666.336146,4850.966631,1791.541941,1780.080426,-0.221804,58.967407,-0.001943,0.105916,50.329264,58.967407,-5.074636,-0.044454,5.280525,5.280721,5.280721,78382.73811,0.036278,0.398581
Simulation446,Urban,8,4,4.28,Horizontal-Windows,3.52,2.65,3,4,3,10.05,TRUE,Low-SHGC-Value,NZEB,BoilerBaseboard,Electric_WaterHeater,1980_2004,64.785,0.181354,9.746,16.885,0.013,0,7683.94,5.623941,0.003991,10.092329,1348.886111,251.977778,16.475,315.296252,0,5.623941,6.668057,0,0,0,0,0,0,0.058412,58412.17988,45.882872,0.032519,0.021149,0.290837,0.001439,0.001439,0.000814,26.743396,27.1654,82.21163,75.398296,0.164229,6.733406,0.058985,0.058985,0.033359,3091.330145,3370.676821,1113.781397,1096.479251,-0.221808,58.968034,-0.001943,0.064108,50.333774,58.968034,-3.071528,-0.026907,3.277388,3.277523,3.277523,32887.2632,0.049725,0.347373
Simulation449,City,41,8,4.03,Vertical-Windows,3.97,3.96,4,5,2,7.53,FALSE,External-Shading,GEG,DHWBaseboard,Gas_TanklessHeater,2004,61.39,0.226125,2.02,18.509,0.004,0,22463.24,8.462914,0.006006,12.583457,3307.197222,868.286111,0,0,0,8.462914,0,5.180527,5.180527,0.045381,26.037354,44.513569,0.026854,0,0,0,0,0,0,0.000595,0.000595,0.000349,31.344786,31.483043,82.219103,80.019894,0.067883,5.226974,0.045788,0.045788,0.026854,6161.531818,6330.870926,2424.19434,2413.548557,0,67.013836,0,0.09647,51.199581,67.013836,-4.721543,-0.041361,4.71643,4.721485,0,90526.84358,0.035271,0.232252
Simulation452,Suburbs,139,10,3.36,Ribbon-Windows,2.71,2.94,4,4,3,9.57,FALSE,Low-SHGC-Value,Passive,ASHPBaseboard,Electric_TanklessHeater,2007,58.823,0.749989,1.343,17.854,0.008,0,15878.15,4.803622,0.003409,8.125511,2240.394444,617.888889,0,0,591.173657,4.803622,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000524,0.000524,0.000522,31.872586,32.058197,48.886518,47.420976,0.059811,5.682007,0.049774,0.049774,0.049607,4504.992702,4644.219175,3045.528693,3027.895712,0,67.01472,0,0.054757,51.200389,67.01472,-2.680011,-0.023477,2.674906,2.679961,2.679961,53350.59,0.046584,0.524559
Simulation453,Suburbs,25,2,4.17,Vertical-Windows,3.68,2.87,4,5,3,8.7,TRUE,Low-SHGC-Value,GEG,ASHPBaseboard,Gas_WaterHeater,2013,61.17,1.145233,3.846,16.745,0.027,0,5837.4,7.959613,0.005649,12.39704,1103.544444,172.944444,0,0,218.366814,7.959613,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002311,0.002311,0.00236,24.444558,25.053397,48.878682,44.492534,0.263833,6.068156,0.053157,0.053157,0.054285,1023.328288,1124.209679,576.22812,562.224842,-0.221786,58.964378,-0.001943,0.090733,50.33212,58.964378,-4.347141,-0.038081,4.553,4.553193,0,24341.94265,0.04865,0.249025
Simulation454,Urban,173,4,4.49,Ribbon-Windows,2.59,3.6,3,4,2,9.09,FALSE,Low-SHGC-Value,Passive,BoilerBaseboard,Gas_WaterHeater,2013,71.028,0.163514,14.433,17.336,0.017,0,5773.89,4.015378,0.00285,9.099972,1049.805556,241.683333,18.333333,284.293875,0,4.015378,7.420349,0,0,0,0,0,0,0.065002,65002.26143,46.839009,0.035134,0.026101,0.305778,0.001603,0.001603,0.000887,27.353508,27.907806,82.202129,73.630564,0.183001,7.503031,0.065727,0.065727,0.036371,3018.853131,3370.287297,1144.220032,1121.493836,-0.221814,58.969005,-0.001943,0.045772,50.337302,58.969005,-2.193039,-0.019211,2.398891,2.399042,0,25924.75263,0.056765,0.580146
Simulation457,Suburbs,113,3,4.13,Vertical-Windows,3.76,2.08,5,4,4,8.24,FALSE,External-Shading,Passive,ASHPBaseboard,Gas_TanklessHeater,pre_1980,59.764,0.926617,2.57,17.09,0.018,0,6449.34,6.062446,0.004302,10.032884,1212.436111,216.005556,0,0,245.876248,6.062446,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001218,0.001218,0.001235,26.438098,26.792725,48.884376,46.147897,0.139009,4.448297,0.038967,0.038967,0.039531,1476.732692,1564.300031,857.367202,846.019145,0,67.014192,0,0.069107,51.199934,67.014192,-3.382299,-0.029629,3.37719,3.382244,0,26635.79284,0.050303,0.215514
Simulation459,Country,114,8,3.16,Vertical-Windows,3.34,2.28,4,5,3,9.61,FALSE,Low-SHGC-Value,NZEB,BoilerBaseboard,Electric_TanklessHeater,2013,60.792,0.135654,2.889,17.911,0.004,0,14281.77,5.739097,0.004073,7.549054,2306.636111,474.577778,9.077778,442.921579,0,5.739097,3.673828,0,0,0,0,0,0,0.032183,32182.73165,42.519806,0.017422,0.008295,0.257732,0.000421,0.000421,0.000229,30.478664,30.626143,82.220656,79.853513,0.048079,3.702049,0.03243,0.03243,0.017624,6148.720491,6330.990537,2358.213003,2346.857104,0,67.014056,0,0.065421,51.199503,67.014056,-3.202016,-0.02805,3.196905,3.20196,3.20196,45130.40753,0.045571,0.190425
Simulation460,Urban,87,6,4.06,Horizontal-Windows,3.37,3.37,3,4,3,7.99,FALSE,External-Shading,NZEB,ASHPBaseboard,Gas_TanklessHeater,2016,58.933,0.941686,1.559,17.359,0.011,0,12169.03,6.847185,0.004859,10.199766,1907.916667,444.677778,0,0,460.874858,6.847185,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000751,0.000751,0.000765,29.925751,30.135653,48.885983,47.251092,0.085776,5.060773,0.044332,0.044332,0.045113,2787.814424,2884.272973,1778.003548,1765.61929,0,67.014411,0,0.078052,51.200393,67.014411,-3.819997,-0.033463,3.814889,3.819944,0,49406.26959,0.042809,0.355293
Simulation464,Country,10,9,4.05,Vertical-Windows,3.83,3.14,4,4,2,12.34,FALSE,Low-SHGC-Value,NZEB,DHWBaseboard,Gas_TanklessHeater,1980_2004,60.948,0.199276,4.166,17.976,0.007,0,19157.74,5.17908,0.003675,11.089868,3455.030556,689.669444,0,0,0,5.17908,0,9.111638,9.111638,0.079818,24.247281,45.719732,0.048404,0,0,0,0,0,0,0.000941,0.000941,0.000563,28.96382,29.201722,82.203586,78.366491,0.107466,9.242073,0.080961,0.080961,0.048404,6739.518264,7069.508404,2511.348067,2490.888491,0,67.01387,0,0.059037,51.199418,67.01387,-2.88953,-0.025312,2.884417,2.889472,0,77588.83323,0.044174,0.244739
Simulation465,City,36,3,3.73,Vertical-Windows,2.24,3.33,4,4,4,10.34,TRUE,Low-SHGC-Value,NZEB,DHWBaseboard,Electric_TanklessHeater,2019,61.901,0.173533,7.498,16.643,0.013,0,6357.03,5.782145,0.004103,9.655996,1081.105556,194.194444,0,0,0,5.782145,0,5.441187,5.441187,0.047665,22.779464,46.126557,0.026079,0,0,0,0,0,0,0.001509,0.001509,0.000815,25.604029,26.058289,82.196799,74.760017,0.172223,5.511136,0.048278,0.048278,0.026079,2392.320545,2630.29757,833.865258,819.328917,0,67.01416,0,0.065911,51.199704,67.01416,-3.225994,-0.02826,3.220885,3.225939,3.225939,23711.71671,0.051379,0.198606
Simulation466,Suburbs,3,7,3.32,Ribbon-Windows,2.79,2.71,5,4,3,10.5,FALSE,Low-SHGC-Value,NZEB,ASHPBaseboard,Gas_WaterHeater,2016,59.65,0.82212,1.819,17.894,0.011,0,12067.2,4.55854,0.003235,8.906365,1729.622222,450.65,0,0,463.820743,4.55854,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000755,0.000755,0.000748,30.345504,30.584688,48.885952,46.999527,0.086181,5.860331,0.051336,0.051336,0.050851,3195.967844,3324.244755,2079.75879,2063.494287,-0.221808,58.967958,-0.001943,0.051963,50.337335,58.967958,-2.489674,-0.02181,2.695525,2.695658,0,40063.09205,0.048182,0.538966
Simulation467,Suburbs,83,9,3.01,Horizontal-Windows,3.52,2.27,5,3,3,12.15,FALSE,Low-SHGC-Value,NZEB,DHWBaseboard,Electric_WaterHeater,1980_2004,59.003,0.13603,2.814,17.648,0.005,0,14466.62,3.613117,0.002564,7.570396,2196.836111,486.819444,0,0,0,3.613117,0,4.647361,4.647361,0.040711,22.600862,42.740559,0.022197,0,0,0,0,0,0,0.000479,0.000479,0.000258,30.581976,30.748523,82.214706,79.462537,0.054665,4.701211,0.041183,0.041183,0.022197,6833.778171,7070.464706,2644.373015,2630.049927,-0.221813,58.96889,-0.001943,0.041186,50.329486,58.96889,-1.973306,-0.017286,2.179155,2.179259,2.179259,43544.52379,0.051036,0.283497
Simulation469,Suburbs,161,9,3.58,Horizontal-Windows,3.82,2.02,5,4,3,9.31,TRUE,External-Shading,NZEB,BoilerBaseboard,Electric_TanklessHeater,2007,61.419,0.15525,3.426,18.119,0.005,0,14905.77,4.652292,0.003302,8.639912,2365.491667,594.975,11.233333,566.175872,0,4.652292,4.546978,0,0,0,0,0,0,0.039832,39831.52326,41.967442,0.021704,0.008031,0.243543,0.000467,0.000467,0.000256,31.52715,31.675554,82.220258,79.741376,0.053296,4.583468,0.040151,0.040151,0.02201,6857.758336,7070.942195,2724.097673,2711.334909,0,67.013973,0,0.053032,51.199852,67.013973,-2.595514,-0.022737,2.590403,2.595457,2.595457,53362.65617,0.048264,0.337381
Simulation470,Urban,58,8,4.19,Ribbon-Windows,2.79,3.36,4,4,3,7.48,TRUE,External-Shading,NZEB,BoilerBaseboard,Electric_TanklessHeater,2016,63.796,0.191203,5.802,17.93,0.008,0,13941.98,5.651916,0.004011,10.64137,2106.677778,631.155556,17.797222,624.355379,0,5.651916,7.202722,0,0,0,0,0,0,0.063096,63095.84312,44.132773,0.035139,0.011536,0.257436,0.000828,0.000828,0.000469,31.230793,31.472242,82.21584,78.230062,0.094476,7.274628,0.063726,0.063726,0.036077,6023.714764,6330.619717,2423.362631,2404.771042,0,67.015206,0,0.064427,51.200828,67.015206,-3.153305,-0.027623,3.148205,3.153259,3.153259,58416.90733,0.045351,0.565574
Simulation471,Urban,0,9,3,Vertical-Windows,3.68,2.61,4,4,3,11.09,FALSE,External-Shading,NZEB,ASHPBaseboard,Gas_TanklessHeater,2004,57.784,0.743909,0.555,17.693,0.004,0,18367.26,5.790827,0.00411,8.056449,2620.077778,618.025,0,0,530.619139,5.790827,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000276,0.000276,0.000273,32.770324,32.850513,48.888606,48.270175,0.031515,2.710291,0.023742,0.023742,0.023452,4151.235038,4204.420126,2825.144084,2818.247885,0,67.013323,0,0.06601,51.199014,67.013323,-3.230778,-0.028302,3.225662,3.230716,0,55101.77712,0.042975,0.180895
Simulation472,Suburbs,147,1,4.18,Vertical-Windows,3.88,2.08,4,3,2,7.95,FALSE,Low-SHGC-Value,NZEB,BoilerBaseboard,Electric_WaterHeater,2013,82.825,0.127732,31.48,15.791,0.037,0,1513.2,2.606637,0.00185,7.090282,404,49.325,10.480556,75.637144,0,2.606637,4.24165,0,0,0,0,0,0,0.037157,37156.85215,53.324936,0.019111,0.056079,0.405087,0.002679,0.002679,0.001395,21.975143,23.409732,82.190935,64.05945,0.305853,4.281947,0.03751,0.03751,0.019532,896.832306,1150.673083,327.736252,307.652007,-0.221815,58.969105,-0.001943,0.029713,50.336216,58.969105,-1.423632,-0.012471,1.629473,1.629522,1.629522,6325.176,0.098143,0.235005
Simulation473,Country,151,4,4.34,Vertical-Windows,2.95,2.24,4,3,3,7.77,TRUE,Low-SHGC-Value,GEG,ASHPBaseboard,Gas_TanklessHeater,2004,62.461,0.659669,6.157,17.21,0.036,0,4453.46,2.98802,0.00212,7.147269,1089.033333,162.894444,0,0,224.421663,2.98802,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001588,0.001588,0.001609,24.599835,25.327316,48.872242,43.548422,0.181277,7.432369,0.065108,0.065108,0.06596,1785.485302,2003.761908,1038.419953,1008.593218,0,67.013632,0,0.034061,51.19913,67.013632,-1.667095,-0.014604,1.661981,1.667036,0,19328.02334,0.065374,0.211731
Simulation474,Suburbs,100,5,3.43,Vertical-Windows,2.42,3.35,3,4,4,7.08,TRUE,External-Shading,NZEB,ASHPBaseboard,Gas_WaterHeater,2004,59.531,0.71626,1.723,17.048,0.012,0,8547.37,6.2843,0.00446,7.754777,1456.425,272.427778,0,0,296.947808,6.2843,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00069,0.00069,0.000686,27.722157,27.976599,48.886076,46.86834,0.07877,3.938482,0.034501,0.034501,0.034302,2343.41702,2444.303823,1398.829968,1386.107849,-0.2218,58.966616,-0.001943,0.071636,50.330916,58.966616,-3.432181,-0.030066,3.638039,3.638143,0,29317.48678,0.048897,0.17271
Simulation475,Suburbs,169,6,3.15,Ribbon-Windows,2.72,2.93,5,4,2,12.35,FALSE,Low-SHGC-Value,NZEB,DHWBaseboard,Electric_WaterHeater,1980_2004,61.764,0.150223,5.097,18.081,0.008,0,9501.76,3.432106,0.002436,8.360304,1405.566667,361.238889,0,0,0,3.432106,0,5.528579,5.528579,0.04843,22.293127,43.367359,0.025658,0,0,0,0,0,0,0.00083,0.00083,0.000435,29.712952,29.993333,82.210964,77.59627,0.094759,5.590793,0.048975,0.048975,0.025658,4578.179929,4850.446855,1769.606667,1753.064156,-0.221815,58.969235,-0.001943,0.039123,50.337046,58.969235,-1.874464,-0.01642,2.080313,2.080396,2.080396,29930.53014,0.054127,0.547707
